row_id,message,cluster_id,message_clean,represent_name
2308,"""I have an Screen Air 2 and HomePod . I have updated the Screen to iWindows 11.3. On the ÔhomeÕ app is says the HomePod has also updated to iWindows 11.3 BUT in ÔsettingsÕ under my name/Cluster it says the HomePod is still operating on iWindows 11.2.5 ",10,"[screen, air, 2, homepod, update, screen, iwindows, 11, 3, home, app, say, homepod, also, update, iwindows, 11, 3, settings, name, cluster, say, homepod, still, operate, iwindows, 11, 2, 5]","iwindows11,upgrade"
1589,The IWindows11.3 Device recently updated the beijing subway stops a lot of impact experience,10,"[iwindows11, 3, device, recently, update, beijing, subway, stop, lot, impact, experience]","iwindows11,upgrade"
2315,Super Power Consumption IWindows11.3,10,"[super, power, consumption, iwindows11, 3]","iwindows11,upgrade"
638,"My phone update 11.3, power too fast for one night only 94 per cent of the",10,"[phone, update, 11, 3, power, fast, one, night, 94, per, cent]","iwindows11,upgrade"
632,"I 5 , 2 nWindows ",10,"[5, 2, nwindows]","iwindows11,upgrade"
2236,Hi I am a SmartPhone 8p user of this upgrade version is also the official iWindows11.3 device cheated do not deny that some of the new features it brings new features power consumption at the same time incredible about 5-6 minutes out of 1%. I would like to be unable to update software development engineers respond to the user experience? Can the out version is better at the same time updated battery for better capacity? Thank You,10,"[hi, smartphone, 8p, user, upgrade, version, also, official, iwindows11, 3, device, cheat, deny, new, feature, bring, new, feature, power, consumption, time, incredible, 5, 6, minutes, 1, would, like, unable, update, software, development, engineer, respond, user, experience, version, better, time, update, battery, better, capacity, thank]","iwindows11,upgrade"
230,SMS sequencing issue on iWindows 11.3. Sms are not getting unread and New messages are not coming on top.,10,"[sms, sequence, issue, iwindows, 11, 3, sms, get, unread, new, message, come, top]","iwindows11,upgrade"
2227,"Upgrade 11.3, some app a flash back but why in Shanghai will not",10,"[upgrade, 11, 3, app, flash, back, shanghai]","iwindows11,upgrade"
679,"7p Upgrade to 11.3, power is likely to heat up faster.",10,"[7p, upgrade, 11, 3, power, likely, heat, faster]","iwindows11,upgrade"
3425,How to automatically shut down after the update,10,"[automatically, shut, update]","iwindows11,upgrade"
793,I use the i phone since iWindows 11 updated : 6s3 is frequently not call and no 4G internet services.,10,"[use, phone, since, iwindows, 11, update, 6s3, frequently, call, 4g, internet, service]","iwindows11,upgrade"
3437,"""11.3, and the portrait mode landscape mode if you are not very many moves off and on when you return to the screen had planted",10,"[11, 3, portrait, mode, landscape, mode, many, move, return, screen, plant]","iwindows11,upgrade"
2079,After updating the latest iWindows 11.3 dropouts the WiFi connection and decelerations started.,10,"[update, latest, iwindows, 11, 3, dropouts, wifi, connection, decelerations, start]","iwindows11,upgrade"
2091,Very annoying: then I updated to iWindows 11.3 Other day no longer works app Bible while. Do not help to remove and reinstall.,10,"[annoy, update, iwindows, 11, 3, day, longer, work, app, bible, help, remove, reinstall]","iwindows11,upgrade"
1720,Upgrade 11.3 official edition hot serious,10,"[upgrade, 11, 3, official, edition, hot, serious]","iwindows11,upgrade"
3441,I am not able to update but application,10,"[able, update, application]","iwindows11,upgrade"
3457,Is notebookWindows High Leopard version 22.13.4 a legitimate update?,10,"[notebookwindows, high, leopard, version, 22, 13, 4, legitimate, update]","iwindows11,upgrade"
4321,iWindows11.4,10,"[iwindows11, 4]","iwindows11,upgrade"
1088,Charge runs out too fast iWindows 11.3,10,"[charge, run, fast, iwindows, 11, 3]","iwindows11,upgrade"
732,Si real cricket 18 game iWindows me kab relese hoga,10,"[si, real, cricket, 18, game, iwindows, kab, relese, hoga]","iwindows11,upgrade"
3515,How to downgrade Device 6 system.,10,"[downgrade, device, 6, system]","iwindows11,upgrade"
1675,Why not download the latest version of Po,10,"[download, latest, version, po]","iwindows11,upgrade"
2950,Cannot update 11.3,10,"[update, 11, 3]","iwindows11,upgrade"
1660,How to update the Taobao it was automatically updated,10,"[update, taobao, automatically, update]","iwindows11,upgrade"
198,"I have a SmartPhoneX and last updated""",10,"[smartphonex, last, update]","iwindows11,upgrade"
2186,I donÕt know how you make the people update their phones to the worst iWindows version ever Ô11.3Õ,10,"[know, make, people, update, phone, worst, iwindows, version, ever, 11, 3]","iwindows11,upgrade"
2205,11.03 update sucks,10,"[11, 03, update, suck]","iwindows11,upgrade"
1642,Night mode,10,"[night, mode]","iwindows11,upgrade"
3584,The tapping IT works more after 3 weeks,10,"[tap, work, 3, weeks]","iwindows11,upgrade"
4236,Why I did not install the player.,10,"[install, player]","iwindows11,upgrade"
631,I 5s 2 nWindows,10,"[5s, 2, nwindows]","iwindows11,upgrade"
1569,11.3 The official version of the Wake-up siri weather and weather icon to stick together up and down the line.,10,"[11, 3, official, version, wake, siri, weather, weather, icon, stick, together, line]","iwindows11,upgrade"
4384,I always love to restart. Update to 11.3 system,10,"[always, love, restart, update, 11, 3, system]","iwindows11,upgrade"
2581,How to exit the beta version,10,"[exit, beta, version]","iwindows11,upgrade"
529,"IWindows11.3 power too quickly, the system less smooth iWindows10",10,"[iwindows11, 3, power, quickly, system, less, smooth, iwindows10]","iwindows11,upgrade"
3820,11.3. Waste is too serious. This system taking into account the user,10,"[11, 3, waste, serious, system, take, account, user]","iwindows11,upgrade"
1335,"not pinch each please update""",10,"[pinch, please, update]","iwindows11,upgrade"
3833,Make update all my iWindows 11,10,"[make, update, iwindows, 11]","iwindows11,upgrade"
1424,slide to power off.,10,"[slide, power]","iwindows11,upgrade"
2684,"""11.3 software update",10,"[11, 3, software, update]","iwindows11,upgrade"
1419,"""2018/3/16",10,"[2018, 3, 16]","iwindows11,upgrade"
499,"iWindows update shouldp""",10,"[iwindows, update, shouldp]","iwindows11,upgrade"
2564,I do not seem to be on the system.,10,"[seem, system]","iwindows11,upgrade"
1406,IWindows11.3 update after the end of the charging giant slow speed.,10,"[iwindows11, 3, update, end, charge, giant, slow, speed]","iwindows11,upgrade"
484,Upgrade 11.3 phone unexpected shutdown restart after half an hour to restart on three occasions.,10,"[upgrade, 11, 3, phone, unexpected, shutdown, restart, half, hour, restart, three, occasion]","iwindows11,upgrade"
1202,I am unable to update applications,10,"[unable, update, applications]","iwindows11,upgrade"
2666,It is my understanding does not open after an upgrade prompt use where to upgrade the,10,"[understand, open, upgrade, prompt, use, upgrade]","iwindows11,upgrade"
481,"Update the iWindows11.3 official version of the system, the system camera portrait mode failed",10,"[update, iwindows11, 3, official, version, system, system, camera, portrait, mode, fail]","iwindows11,upgrade"
2661,"IWindows11.3 this system, better than the iWindows11.2.6 but access to third-party software, it is too slow. I hope the next system to improve the focus.",10,"[iwindows11, 3, system, better, iwindows11, 2, 6, access, third, party, software, slow, hope, next, system, improve, focus]","iwindows11,upgrade"
2590,"The system upgrade to 11.3, it is clear that card's APP often does not open",10,"[system, upgrade, 11, 3, clear, card, app, often, open]","iwindows11,upgrade"
3908,"After updating to iWindows 11.3, my IPhone 8 Plus and my families two SmartPhones have problem connecting to local telecom operatorsÕ mobile data. I use 4G data connection and I have about 180GB data plan. However after updating to iWindows latest release version, all",10,"[update, iwindows, 11, 3, iphone, 8, plus, families, two, smartphones, problem, connect, local, telecom, operators, mobile, data, use, 4g, data, connection, 180gb, data, plan, however, update, iwindows, latest, release, version]","iwindows11,upgrade"
2629,"Update the iWindows 11 X3 SmartPhone, memo, messages, music, reminders, etc. All with less than! ! ! ! ! ! ! ! !",10,"[update, iwindows, 11, x3, smartphone, memo, message, music, reminders, etc, less]","iwindows11,upgrade"
2602,"""Do not iWindows11.3 update",10,"[iwindows11, 3, update]","iwindows11,upgrade"
1386,Now upgrade version of the game is to have fun here to find previous games,10,"[upgrade, version, game, fun, find, previous, game]","iwindows11,upgrade"
3894,New Update.,10,"[new, update]","iwindows11,upgrade"
460,"""11.3 are eligible for the battery runs out quickly.",10,"[11, 3, eligible, battery, run, quickly]","iwindows11,upgrade"
1310,The system could not update the original IWindows IWindows system 11 Update to update 11.3 trouble please inform ~ Thank You,10,"[system, could, update, original, iwindows, iwindows, system, 11, update, update, 11, 3, trouble, please, inform, thank]","iwindows11,upgrade"
2512,Update to 11.3 system to play is to stimulate the battlefield survival to the background then switch back stuck to 11.2 is not the issue,10,"[update, 11, 3, system, play, stimulate, battlefield, survival, background, switch, back, stick, 11, 2, issue]","iwindows11,upgrade"
3809,"""Use the boot is unable to exit the current 11.3 for the",10,"[use, boot, unable, exit, current, 11, 3]","iwindows11,upgrade"
386,11.3 version mobile phone signal is very poor regular callers cannot hear me,10,"[11, 3, version, mobile, phone, signal, poor, regular, callers, hear]","iwindows11,upgrade"
2813,All updates interrupted,10,"[update, interrupt]","iwindows11,upgrade"
3712,"after the last update at the SmartPhone SE disconnects itself from the Utility. It should be bug in IWindows 11.3""",10,"[last, update, smartphone, se, disconnect, utility, bug, iwindows, 11, 3]","iwindows11,upgrade"
4091,IWindows11.3qq background serious power.,10,"[iwindows11, 3qq, background, serious, power]","iwindows11,upgrade"
1541,It should not be the camera after update,10,"[camera, update]","iwindows11,upgrade"
593,IWindows11.3 unlock excessive unnatural feel _? ? É SmartPhone 7,10,"[iwindows11, 3, unlock, excessive, unnatural, feel, smartphone, 7]","iwindows11,upgrade"
2796,"Since I updated my phone to the new IWindows, itÕs been running very slow!! This is horrible.",10,"[since, update, phone, new, iwindows, run, slow, horrible]","iwindows11,upgrade"
583,The updated 11.3 Battery Power Fast,10,"[update, 11, 3, battery, power, fast]","iwindows11,upgrade"
328,IWindows11.3 serious power.,10,"[iwindows11, 3, serious, power]","iwindows11,upgrade"
2403,11.3 update we have downloaded the video applications do not work nor a video download program does not manufacture or application developers sylemiyorsunuz they need to,10,"[11, 3, update, download, video, applications, work, video, download, program, manufacture, application, developers, ylemiyorsunuz, need]","iwindows11,upgrade"
1262,Upgrade the latest 11.3 After the system lWindowses power faster How do I address Thank You,10,"[upgrade, latest, 11, 3, system, lwindowses, power, faster, address, thank]","iwindows11,upgrade"
571,How long can the official Device 11.3 Upgrade.,10,"[long, official, device, 11, 3, upgrade]","iwindows11,upgrade"
3755,After updating to the IWindows11.3 QQ and micro-do not have access to the system call siri often do not recognize the situation,10,"[update, iwindows11, 3, qq, micro, access, system, call, siri, often, recognize, situation]","iwindows11,upgrade"
2427,"downgrade to the 22.3.3 System""",10,"[downgrade, 22, 3, 3, system]","iwindows11,upgrade"
566,How can you upgrade your phone memory,10,"[upgrade, phone, memory]","iwindows11,upgrade"
2767,I hope you can use the traffic update large APP and system software,10,"[hope, use, traffic, update, large, app, system, software]","iwindows11,upgrade"
2461,________ rate it descend quickly after the last update 11.3 The first ______ ________ was 91 maximum ____ after that three days stayed 90 days and also stayed 87 why?,10,"[rate, descend, quickly, last, update, 11, 3, first, 91, maximum, three, days, stay, 90, days, also, stay, 87]","iwindows11,upgrade"
553,The 11.3 version is always automatically turn off the volume to mute mode,10,"[11, 3, version, always, automatically, turn, volume, mute, mode]","iwindows11,upgrade"
1286,The Device 6 16G of memory can be upgraded to the 64G?,10,"[device, 6, 16g, memory, upgrade, 64g]","iwindows11,upgrade"
1468,When To Turn on the degraded channel IWindows11 running in the 6s are not good. Power consumption. Want to downgrade,10,"[turn, degrade, channel, iwindows11, run, 6s, good, power, consumption, want, downgrade]","iwindows11,upgrade"
3992,"I would like to warn about a terrible failure in iWindows 11.3. Since my SmartPhone updated i need to charge the battery more than 3 times a day. In the iWindows 11.2 i could load only during the night. Please resolve it! On other platforms""",10,"[would, like, warn, terrible, failure, iwindows, 11, 3, since, smartphone, update, need, charge, battery, 3, time, day, iwindows, 11, 2, could, load, night, please, resolve, platforms]","iwindows11,upgrade"
1295,MusicPlayer update,10,"[musicplayer, update]","iwindows11,upgrade"
120,Siri does not work any more since the last update,10,"[siri, work, since, last, update]","iwindows11,upgrade"
3577,upgrade in the CarPlay after IWindows11.3 mode no navigation sound.,10,"[upgrade, carplay, iwindows11, 3, mode, navigation, sound]","iwindows11,upgrade"
45,"Not iWindows11,3",10,"[iwindows11, 3]","iwindows11,upgrade"
1784,"""The corresponding audio format AAC-LC, HE-AAC, HE-AAC v2, Protected AAC, MP3, linear PCM, dolby digital and dolby digitalac-3 Device LWindowssless, FLAC, 2, 3, 4, audible format PLUSE-AC-3, audible enhanced audio, AAX, AAX+",10,"[correspond, audio, format, aac, lc, aac, aac, v2, protect, aac, mp3, linear, pcm, dolby, digital, dolby, digitalac, 3, device, lwindowssless, flac, 2, 3, 4, audible, format, pluse, ac, 3, audible, enhance, audio, aax, aax]","iwindows11,upgrade"
10,IWindows11.3 Is Hot too serious,10,"[iwindows11, 3, hot, serious]","iwindows11,upgrade"
2049,"""The Iphone. iWindows 11 x.3, update to revert to the charging cable and plug if I keep pounding pounding, 3-4 seconds, plug in the charging cable for the first time will react as if a",10,"[iphone, iwindows, 11, x, 3, update, revert, charge, cable, plug, keep, pound, pound, 3, 4, second, plug, charge, cable, first, time, react]","iwindows11,upgrade"
1917,"Now, the latest version of the system is the number x why hot much",10,"[latest, version, system, number, x, hot, much]","iwindows11,upgrade"
1047,11.3 after a system update on public Wi-Fi,10,"[11, 3, system, update, public, wi, fi]","iwindows11,upgrade"
1919,"""After updated to 11 IWindows system get hang up than ever before, day by day it's getting to bad can't use the mobile.",10,"[update, 11, iwindows, system, get, hang, ever, day, day, get, bad, use, mobile]","iwindows11,upgrade"
3185,"(2) The pad software (version 4 The .3) iWindows 11 on the second day, 0 battery is suddenly.",10,"[2, pad, software, version, 4, 3, iwindows, 11, second, day, 0, battery, suddenly]","iwindows11,upgrade"
4480,My safari isnÕt working well and it only a blink when I visit websites or because of IWindows 11.3?,10,"[safari, work, well, blink, visit, websites, iwindows, 11, 3]","iwindows11,upgrade"
4456,Why do I have to upgrade my operating system I want to claim,10,"[upgrade, operate, system, want, claim]","iwindows11,upgrade"
1925,The System version 11.3 Quick tap Set the Bluetooth switch the flash back issues,10,"[system, version, 11, 3, quick, tap, set, bluetooth, switch, flash, back, issue]","iwindows11,upgrade"
2051,why do they keep IWindows bug is overflowing ¥?,10,"[keep, iwindows, bug, overflow]","iwindows11,upgrade"
3184,"""(1) SmartPhone, and the software (if not related by blood to the upgraded system .3) iWindows 11 things more often.",10,"[1, smartphone, software, relate, blood, upgrade, system, 3, iwindows, 11, things, often]","iwindows11,upgrade"
1846,Hello iWindows 11.3 after making the transition to copy and the clearance problem has occurred. This problem was previously but 11.3 e after you made the update copy the selected text is not the first time Subject to the relevant auxiliary olurmusunuz Thank you. Web site d,10,"[hello, iwindows, 11, 3, make, transition, copy, clearance, problem, occur, problem, previously, 11, 3, e, make, update, copy, select, text, first, time, subject, relevant, auxiliary, olurmusunuz, thank, web, site]","iwindows11,upgrade"
896,Unable to Update,10,"[unable, update]","iwindows11,upgrade"
892,"""The recent upgrade to IWindows 11.3 includes a delete confirmation for iMessage conversations that is extremely annoying. Please either remove or provide an option to turn it off in future IWindows upgrades. It is overkill for mWindowst of us...",10,"[recent, upgrade, iwindows, 11, 3, include, delete, confirmation, imessage, conversations, extremely, annoy, please, either, remove, provide, option, turn, future, iwindows, upgrade, overkill, mwindowst, us]","iwindows11,upgrade"
2056,"""Blessed love! Ever since updating to iWindows 11.3...I've been receiving this message in text ",10,"[bless, love, ever, since, update, iwindows, 11, 3, receive, message, text]","iwindows11,upgrade"
3276,The degraded system,10,"[degrade, system]","iwindows11,upgrade"
2021,Please iWindows12 iWindows11.3.9,10,"[please, iwindows12, iwindows11, 3, 9]","iwindows11,upgrade"
1894,"AlmWindowst EVERY single time I say Ò HEY SIRI Ò, she turns on but DOESNÕT respond to me. ItÕs really FRUSTRATING. IÕm currently NOT in a Beta software. IÕm on iWindows 11.3",10,"[almwindowst, every, single, time, say, hey, siri, turn, respond, really, frustrate, currently, beta, software, iwindows, 11, 3]","iwindows11,upgrade"
1951,Unable to update the new system,10,"[unable, update, new, system]","iwindows11,upgrade"
995,"""I have sent a complaint 3 April ",10,"[send, complaint, 3, april]","iwindows11,upgrade"
113,Update 11.3 System Regularly press the power key will appear on the cover page of Device Pay,10,"[update, 11, 3, system, regularly, press, power, key, appear, cover, page, device, pay]","iwindows11,upgrade"
112,iWindows 11.3. Why The battery drained so fast?,10,"[iwindows, 11, 3, battery, drain, fast]","iwindows11,upgrade"
3272,Device 6S mobile phone upgrade 11.3 very card. What should I do,10,"[device, 6s, mobile, phone, upgrade, 11, 3, card]","iwindows11,upgrade"
110,Can I use FaceTime in my SmartPhone 8 Plus . ItÕs came from UAE. I am using it in Bangladesh. I iWindows version is 11.3,10,"[use, facetime, smartphone, 8, plus, come, uae, use, bangladesh, iwindows, version, 11, 3]","iwindows11,upgrade"
3260,Good updates,10,"[good, update]","iwindows11,upgrade"
4558,I've installed the version 11.3 and the screen has erased often intermittently. Many times need to tighten the start button to turn the screen to normal.,10,"[instal, version, 11, 3, screen, erase, often, intermittently, many, time, need, tighten, start, button, turn, screen, normal]","iwindows11,upgrade"
29,"Screen to update to the latest system, I do not have the battery health?",10,"[screen, update, latest, system, battery, health]","iwindows11,upgrade"
2024,How to downgrade the system,10,"[downgrade, system]","iwindows11,upgrade"
962,After upgrading the iWindows11.3 cannot log into the campus network authentication page other brands of mobile phones and other iWindows version of the device you can use to determine if the problem is iWindows11.3 hope to resolve,10,"[upgrade, iwindows11, 3, log, campus, network, authentication, page, brand, mobile, phone, iwindows, version, device, use, determine, problem, iwindows11, 3, hope, resolve]","iwindows11,upgrade"
1005,"7Update 11.3, heat seeking solutions to the serious regret it updated",10,"[7update, 11, 3, heat, seek, solutions, serious, regret, update]","iwindows11,upgrade"
3076,"""Cannot dld and install the iWindows update to 11.3",10,"[dld, install, iwindows, update, 11, 3]","iwindows11,upgrade"
970,What's more than 150 trillion to download,9,"[150, trillion, download]","standby,update"
991,Your latest upgrade knocks out the sound recording on your video and only fix is factory reset,9,"[latest, upgrade, knock, sound, record, video, fix, factory, reset]","standby,update"
596,"Seems a bug""",9,"[seem, bug]","standby,update"
1258,"""Unicorn- painting games.",9,"[unicorn, paint, game]","standby,update"
2383,"Hello. Recently I was in trouble for update and download my apps at my residence. In other wifi could download and update normally. I was thinking that the problem was with my cell phone, which was changed after 1 month of use",9,"[hello, recently, trouble, update, download, apps, residence, wifi, could, download, update, normally, think, problem, cell, phone, change, 1, month, use]","standby,update"
590,"""Re: SmartPhone X portrait mode ",9,"[smartphone, x, portrait, mode]","standby,update"
862,you can keep updated?,9,"[keep, update]","standby,update"
973,"Update 11.3, a look at the video card, and is running slow or auto logout phenomenon.",9,"[update, 11, 3, look, video, card, run, slow, auto, logout, phenomenon]","standby,update"
1247,Iphonr7 iWindows11.3 upgrade is always hot on the download program is a hot game was playing on hot with no updates are not a problem,9,"[iphonr7, iwindows11, 3, upgrade, always, hot, download, program, hot, game, play, hot, update, problem]","standby,update"
876,The battery of my SmartPhone 7 Plus has inflate i account complaint these not normal,9,"[battery, smartphone, 7, plus, inflate, account, complaint, normal]","standby,update"
611,Upgrade 11.3 later on is not a stroke is hands-on and write more letters are out of order by the non-reactive,9,"[upgrade, 11, 3, later, stroke, hand, write, letter, order, non, reactive]","standby,update"
577,"AssistiveTouch IWindows11 in the first version of the update later to begin a change to the click to expand the menu. But for a long time been accustomed to AssistiveTouch used is not very good to adapt to this change. I think that the system should adapt to the user's habit of your company's innovation has always been the industry benchmark in innovation, however, the system should respect the user's personality is not directly available to the user does not take into account the unilateral comfortable to change. If your company does not accept the traditional AssistiveTouch operation so your company can be in the new IWindows updates, for the operation of AssistiveTouch personalisation. The user can choWindowse assistive setting.",9,"[assistivetouch, iwindows11, first, version, update, later, begin, change, click, expand, menu, long, time, accustom, assistivetouch, use, good, adapt, change, think, system, adapt, user, habit, company, innovation, always, industry, benchmark, innovation, however, system, respect, user, personality, directly, available, user, take, account, unilateral, comfortable, change, company, accept, traditional, assistivetouch, operation, company, new, iwindows, update, operation, assistivetouch, personalisation, user, chowindowse, assistive, set]","standby,update"
4079,Why download than 150m above to download the application,9,"[download, 150m, download, application]","standby,update"
3345,Why does the unlock screen get stuck sideways all the time in iWindows 11. ItÕs so annoying. ItÕs not ÒlockedÓ itÕs just not checking itÕs orientation and slamming it against stuff doesnÕt fix it.,9,"[unlock, screen, get, stick, sideways, time, iwindows, 11, annoy, lock, check, orientation, slam, stuff, fix]","standby,update"
1214,"""I was charged 0.99. Û, without my",9,"[charge, 0, 99, without]","standby,update"
2362,"""1. This is my 2d SmartPhone X and it is so SLOW and LAGGING. ",9,"[1, 2d, smartphone, x, slow, lag]","standby,update"
1159,Hello I updated device wach 1 generation to the latest version 4.3 after that when I have a charge to sit down do not turn on hang on logo! I want to complain to the court about you why you do not check your updates before release???,9,"[hello, update, device, wach, 1, generation, latest, version, 4, 3, charge, sit, turn, hang, logo, want, complain, court, check, update, release]","standby,update"
2274,System is very slow and some apps auto crus,9,"[system, slow, apps, auto, crus]","standby,update"
74,"Update this pc to the newest i7 cpu kaby lake !""",9,"[update, pc, newest, i7, cpu, kaby, lake]","standby,update"
72,"""Why the notebook mini didnt get an update",9,"[notebook, mini, didnt, get, update]","standby,update"
2293,The new (current) MusicPlayer is unacceptable to the synchronization of images slowly. This is on several Windows 10 computers to understand. The previous version was significantly faster ( 5 minutes instead of hours!!!!!),9,"[new, current, musicplayer, unacceptable, synchronization, image, slowly, several, windows, 10, computers, understand, previous, version, significantly, faster, 5, minutes, instead, hours]","standby,update"
2295,The mobile phone is good after the iWindows11 upgrade card for lower system,9,"[mobile, phone, good, iwindows11, upgrade, card, lower, system]","standby,update"
2873,After each update is a special card,9,"[update, special, card]","standby,update"
2014,The latest system is easy to use request open degraded channel,9,"[latest, system, easy, use, request, open, degrade, channel]","standby,update"
3055,"""The result of the update Cihacõm sunny days",9,"[result, update, cihac, sunny, days]","standby,update"
1807,The latest update of IWindows 11.3 really consumes a lot of my battery life in my SmartPhone 7.,9,"[latest, update, iwindows, 11, 3, really, consume, lot, battery, life, smartphone, 7]","standby,update"
2013,The downgrade downgrade downgrade the importance of the said three times,9,"[downgrade, downgrade, downgrade, importance, say, three, time]","standby,update"
46,Unable to Charge Card,9,"[unable, charge, card]","standby,update"
2012,Update to the latest system feel a little card,9,"[update, latest, system, feel, little, card]","standby,update"
2845,Why Micro-update should not be,9,"[micro, update]","standby,update"
621,I found the update 11.3 screen read has no sound.,9,"[find, update, 11, 3, screen, read, sound]","standby,update"
2011,"2018-4-6""",9,"[2018, 4, 6]","standby,update"
2349,I would like to return to the IWindows10 version IWindows11 too Card,9,"[would, like, return, iwindows10, version, iwindows11, card]","standby,update"
2357,My phone is very hot,9,"[phone, hot]","standby,update"
2359,"The latest updates since 11.3 have ruined my phone. My battery consistently dies in a quarter of the time it used to and my phone shuts off unexpectedly frequently. This is not a phone issue, this is devices fault and itÕs bullshit. Fix the problem or send",9,"[latest, update, since, 11, 3, ruin, phone, battery, consistently, die, quarter, time, use, phone, shut, unexpectedly, frequently, phone, issue, devices, fault, bullshit, fix, problem, send]","standby,update"
625,Want to downgrade to the iWindows1011 too card the system.,9,"[want, downgrade, iwindows1011, card, system]","standby,update"
1288,SPLIT IPAD entire system ( Cluster) 5093883711,9,"[split, ipad, entire, system, cluster, 5093883711]","standby,update"
4042,I hope the next system upgrade or a new course to support China's Beidou navigation,9,"[hope, next, system, upgrade, new, course, support, china, beidou, navigation]","standby,update"
3251,Vifi balanmõyor networks stored after the last update,9,"[vifi, balanm, yor, network, store, last, update]","standby,update"
2546,SmartPhone 6 schifo,9,"[smartphone, 6, schifo]","standby,update"
1426,from the sleeve when playing music from the beginning of the Power view displays the original charge,9,"[sleeve, play, music, begin, power, view, display, original, charge]","standby,update"
2548,Updated apps devices,9,"[update, apps, devices]","standby,update"
1420,2028/3/24 Device Spreadcast touch new purchase,9,"[2028, 3, 24, device, spreadcast, touch, new, purchase]","standby,update"
939,Android Games sliding off the frame to be serious.,9,"[android, game, slide, frame, serious]","standby,update"
3287,Card Printer,9,"[card, printer]","standby,update"
2570,As well as the latest update to the battery is used up too quickly,9,"[well, latest, update, battery, use, quickly]","standby,update"
3280,Device photWindows are automatically get defiltered after 2-3 days .... after updating to iWindows 11.3 ............ like i had taken a photo with vivid filter and after 2-3 days it get converted into original filter....,9,"[device, photwindows, automatically, get, defiltered, 2, 3, days, update, iwindows, 11, 3, like, take, photo, vivid, filter, 2, 3, days, get, convert, original, filter]","standby,update"
3858,"My battery to become hot, what should i do",9,"[battery, become, hot]","standby,update"
1902,"""I have recently put a system upgrade to a 11.3. Thank you for vo features optimized and improved. I reflected on the benefits of this upgrade 1, new for the Chinese word for word to explain the functionality",9,"[recently, put, system, upgrade, 11, 3, thank, vo, feature, optimize, improve, reflect, benefit, upgrade, 1, new, chinese, word, word, explain, functionality]","standby,update"
2456,"wanted to know why you don't put more themes of new fund in the new version ?""",9,"[want, know, put, theme, new, fund, new, version]","standby,update"
2591,Access to third-party software is too slow.,9,"[access, third, party, software, slow]","standby,update"
475,My SmartPhone 8 Plus destroy from 11.3 update battery life so poor .,9,"[smartphone, 8, plus, destroy, 11, 3, update, battery, life, poor]","standby,update"
1895,Upgrade to 1.13 in the evening after the standby power consumption of 30%.,9,"[upgrade, 1, 13, even, standby, power, consumption, 30]","standby,update"
1367,I need to update my SmartPhone.,9,"[need, update, smartphone]","standby,update"
