row_id,message,cluster_id
3577,upgrade in the CarPlay after IWindows11.3 mode no navigation sound.,10
45,"Not iWindows11,3",10
1784,"""The corresponding audio format AAC-LC, HE-AAC, HE-AAC v2, Protected AAC, MP3, linear PCM, dolby digital and dolby digitalac-3 Device LWindowssless, FLAC, 2, 3, 4, audible format PLUSE-AC-3, audible enhanced audio, AAX, AAX+",10
10,IWindows11.3 Is Hot too serious,10
2049,"""The Iphone. iWindows 11 x.3, update to revert to the charging cable and plug if I keep pounding pounding, 3-4 seconds, plug in the charging cable for the first time will react as if a",10
1917,"Now, the latest version of the system is the number x why hot much",10
1047,11.3 after a system update on public Wi-Fi,10
1919,"""After updated to 11 IWindows system get hang up than ever before, day by day it's getting to bad can't use the mobile.",10
3185,"(2) The pad software (version 4 The .3) iWindows 11 on the second day, 0 battery is suddenly.",10
4480,My safari isnÕt working well and it only a blink when I visit websites or because of IWindows 11.3?,10
4456,Why do I have to upgrade my operating system I want to claim,10
1925,The System version 11.3 Quick tap Set the Bluetooth switch the flash back issues,10
2051,why do they keep IWindows bug is overflowing ¥?,10
3184,"""(1) SmartPhone, and the software (if not related by blood to the upgraded system .3) iWindows 11 things more often.",10
1846,Hello iWindows 11.3 after making the transition to copy and the clearance problem has occurred. This problem was previously but 11.3 e after you made the update copy the selected text is not the first time Subject to the relevant auxiliary olurmusunuz Thank you. Web site d,10
896,Unable to Update,10
892,"""The recent upgrade to IWindows 11.3 includes a delete confirmation for iMessage conversations that is extremely annoying. Please either remove or provide an option to turn it off in future IWindows upgrades. It is overkill for mWindowst of us...",10
2056,"""Blessed love! Ever since updating to iWindows 11.3...I've been receiving this message in text ",10
3276,The degraded system,10
2021,Please iWindows12 iWindows11.3.9,10
1894,"AlmWindowst EVERY single time I say Ò HEY SIRI Ò, she turns on but DOESNÕT respond to me. ItÕs really FRUSTRATING. IÕm currently NOT in a Beta software. IÕm on iWindows 11.3",10
1951,Unable to update the new system,10
995,"""I have sent a complaint 3 April ",10
113,Update 11.3 System Regularly press the power key will appear on the cover page of Device Pay,10
112,iWindows 11.3. Why The battery drained so fast?,10
3272,Device 6S mobile phone upgrade 11.3 very card. What should I do,10
110,Can I use FaceTime in my SmartPhone 8 Plus . ItÕs came from UAE. I am using it in Bangladesh. I iWindows version is 11.3,10
3260,Good updates,10
4558,I've installed the version 11.3 and the screen has erased often intermittently. Many times need to tighten the start button to turn the screen to normal.,10
29,"Screen to update to the latest system, I do not have the battery health?",10
2024,How to downgrade the system,10
962,After upgrading the iWindows11.3 cannot log into the campus network authentication page other brands of mobile phones and other iWindows version of the device you can use to determine if the problem is iWindows11.3 hope to resolve,10
1005,"7Update 11.3, heat seeking solutions to the serious regret it updated",10
3076,"""Cannot dld and install the iWindows update to 11.3",10
970,What's more than 150 trillion to download,9
991,Your latest upgrade knocks out the sound recording on your video and only fix is factory reset,9
596,"Seems a bug""",9
1258,"""Unicorn- painting games.",9
2383,"Hello. Recently I was in trouble for update and download my apps at my residence. In other wifi could download and update normally. I was thinking that the problem was with my cell phone, which was changed after 1 month of use",9
590,"""Re: SmartPhone X portrait mode ",9
862,you can keep updated?,9
973,"Update 11.3, a look at the video card, and is running slow or auto logout phenomenon.",9
1247,Iphonr7 iWindows11.3 upgrade is always hot on the download program is a hot game was playing on hot with no updates are not a problem,9
876,The battery of my SmartPhone 7 Plus has inflate i account complaint these not normal,9
611,Upgrade 11.3 later on is not a stroke is hands-on and write more letters are out of order by the non-reactive,9
577,"AssistiveTouch IWindows11 in the first version of the update later to begin a change to the click to expand the menu. But for a long time been accustomed to AssistiveTouch used is not very good to adapt to this change. I think that the system should adapt to the user's habit of your company's innovation has always been the industry benchmark in innovation, however, the system should respect the user's personality is not directly available to the user does not take into account the unilateral comfortable to change. If your company does not accept the traditional AssistiveTouch operation so your company can be in the new IWindows updates, for the operation of AssistiveTouch personalisation. The user can choWindowse assistive setting.",9
4079,Why download than 150m above to download the application,9
3345,Why does the unlock screen get stuck sideways all the time in iWindows 11. ItÕs so annoying. ItÕs not ÒlockedÓ itÕs just not checking itÕs orientation and slamming it against stuff doesnÕt fix it.,9
1214,"""I was charged 0.99. Û, without my",9
2362,"""1. This is my 2d SmartPhone X and it is so SLOW and LAGGING. ",9
1159,Hello I updated device wach 1 generation to the latest version 4.3 after that when I have a charge to sit down do not turn on hang on logo! I want to complain to the court about you why you do not check your updates before release???,9
2274,System is very slow and some apps auto crus,9
74,"Update this pc to the newest i7 cpu kaby lake !""",9
72,"""Why the notebook mini didnt get an update",9
2293,The new (current) MusicPlayer is unacceptable to the synchronization of images slowly. This is on several Windows 10 computers to understand. The previous version was significantly faster ( 5 minutes instead of hours!!!!!),9
2295,The mobile phone is good after the iWindows11 upgrade card for lower system,9
2873,After each update is a special card,9
2014,The latest system is easy to use request open degraded channel,9
3055,"""The result of the update Cihacõm sunny days",9
1807,The latest update of IWindows 11.3 really consumes a lot of my battery life in my SmartPhone 7.,9
2013,The downgrade downgrade downgrade the importance of the said three times,9
46,Unable to Charge Card,9
2012,Update to the latest system feel a little card,9
2845,Why Micro-update should not be,9
621,I found the update 11.3 screen read has no sound.,9
2011,"2018-4-6""",9
2349,I would like to return to the IWindows10 version IWindows11 too Card,9
2357,My phone is very hot,9
2359,"The latest updates since 11.3 have ruined my phone. My battery consistently dies in a quarter of the time it used to and my phone shuts off unexpectedly frequently. This is not a phone issue, this is devices fault and itÕs bullshit. Fix the problem or send",9
625,Want to downgrade to the iWindows1011 too card the system.,9
1288,SPLIT IPAD entire system ( Cluster) 5093883711,9
4042,I hope the next system upgrade or a new course to support China's Beidou navigation,9
3251,Vifi balanmõyor networks stored after the last update,9
2546,SmartPhone 6 schifo,9
1426,from the sleeve when playing music from the beginning of the Power view displays the original charge,9
2548,Updated apps devices,9
1420,2028/3/24 Device Spreadcast touch new purchase,9
939,Android Games sliding off the frame to be serious.,9
3287,Card Printer,9
2570,As well as the latest update to the battery is used up too quickly,9
3280,Device photWindows are automatically get defiltered after 2-3 days .... after updating to iWindows 11.3 ............ like i had taken a photo with vivid filter and after 2-3 days it get converted into original filter....,9
3858,"My battery to become hot, what should i do",9
1902,"""I have recently put a system upgrade to a 11.3. Thank you for vo features optimized and improved. I reflected on the benefits of this upgrade 1, new for the Chinese word for word to explain the functionality",9
2456,"wanted to know why you don't put more themes of new fund in the new version ?""",9
2591,Access to third-party software is too slow.,9
475,My SmartPhone 8 Plus destroy from 11.3 update battery life so poor .,9
1895,Upgrade to 1.13 in the evening after the standby power consumption of 30%.,9
1367,I need to update my SmartPhone.,9
445,because the system input error 0966705768 how can i fix,9
1371,Trouble with. ÊLatest lTunes download being interrupted,9
462,"Before updating the good""",9
3271,"Can I cancel a system update has been downloaded, good point system would be useless",9
2606,I havenÕt been able to get Face ID working on my IPhone X since upgrade to IWindows 11.2. IÕve rebooted my phone and set it up several tines but after a while it just stops working. IÕve just upgraded to 11.3 hoping that would solve the problem but it has not.,9
3836,"""After updating to IWindows 11.3, the IPhone X does not work with my wireless home network, but connected automatically turns off the automatic connection, so that you actively turn it back on again.",9
4534,"Android Games in standby mode, why so much power.",9
3297,The speed is too slow.,9
409,i thought after the update of the media player to play the following behind each other but nah.,9
1484,"""Not about this app but iWindows .",9
2462,"The rate of the battery decreased quickly after the last update 11.3 The first of the 91 battery was the fastest speed and after three days, I came down 90 days and I took 87 days?",9
2465,Yesterday I updated the 11.3 version. Now there is a problem with the software. I am a SmartPhone 8P,9
3785,"air power is also looking forward to the future is the purchase of what is there not""",9
2467,After you install the phone off 11.3,9
250,"""iWindows 11.3 in SmartPhone X / Screen Pro",9
1290,"The system upgrade to 11.3 official version will not be pWindowssible to use siri call short number. This is a very annoying I want to be able to solve the problem. For example, I would like to make a 520 siri tells me unable to call. Just before it.",9
3302,Why has your latest update cleared all my passwords!?!?!?!?!,9
3790,ISmartPhone6iWindows11.3 system sometimes card does not move,9
3999,11.3 The System Power too quicklyÉ Rather 11.2.6 life better,9
2495,I would like to know how much of the device memory is going to reduce the new update 11.3,9
3989,"""1, the SmartPhone 8 plus upgrade iWindows11.3, standby power is particularly fast I basically a night standby power is around 40 percent. In the previous versions do not have this problem I upgraded to the SmartPhone6s iWindows11.3 nor SmartPhone8plus power quickly.",9
33,The sharing feature in iphoto after updating the OPERATING SYSTEM is not functional.,9
3301,How do you view the Activation Date,9
1296,ITUNES update was interrupted,9
3811,"My IPAD up to 11.3, the keyboard input methods do not like how to set up a change back to the original",9
1307,Listen to moms words,9
1850,IÕm playing wheel of fortune and trying to buy diamonds and put in the MasterCard prepaid date in as 12/18 and it keeps saying it canÕt be a date thatÕs past .... unless IÕve been asleep for a few months the 12th month of 2018 hasnÕt arrived yet.,9
407,Lasting avbokar its time??,9
4188,I finally remembered my 4 digit code,9
3887,11.3 The system is rotten system charged with clWindowse to seven to eight hours of power are not full of this is to let my 24-hour charging use D. NIMA labor this minute I want to welcome you to the entire family.,9
3609,I was in the shop of Catania at the center of the commercial center of Sicily in date 11/04/2018 at 16:30 I came to ask for the availability of a power cable for my iLaptop 27 were simply ridiculous and devoid of organiz,9
3011,The phone battery does not appear to have more than half of the power shuts down automatically.,9
202,"Hello I would like to know why, since the new update the battery will discharge rapidly",9
3458,Since the day before my system has been saying ÒincompatibleÓ updates which is weird. ,9
156,"does not have to be a system bug bar can also be a way to resolve it into the system update?""",9
3057,me not my deformeden because of the update does not work,9
2114,How to delete the downloaded software records,9
3571,Hello my old phone system seems to be my new 0534 772 34 92 gets updated as would be good work.,9
699,"This mobile phone is a waste 11.3 system one and a half hours and 60 per cent of the voltage does not know you, the bankrupt!",9
1065,"SmartPhone x""",9
150,This is your last _Windows 11.3 And Contractions after the Update Is Very Donmalar. In particular the Main Screen button two times I open application when i check to see if there is a screen freezes and the phone is very Kasõlõyor.,9
2108,"New 11.3 has a malfunction with the SmartPhone Storage Bar Display in the Settings, it canÕt show the part for the remaining free storage.",9
105,The new version 11.3 New Card Features time to continuous charge of repeatedly swipe a deduction to be improved such as 30 seconds of brushing time can only be enhanced user experience,9
4249,Hello Device system how do I update my phone number,9
4401,"Mr, is my fifth message and do not receive a response. Update the iWindows 11.3 has shattered the SmartPhone8 plus, I can't send or receive e-mails, the battery in a few hours, the App will go out alone, and the wifi is disconnected, i need give me a sun",9
2095,"...In order to make the software update i needed yes wifi,i myself at home connected and then started the update...approximately half was simply ended the connection and no way to re-establish the connection,then I can no collectors",9
200,Search for the latest software from the headset birlikde no sound,9
3481,"Shijiazhuang, Hebei, Shanxi Road 83, until _ believe in 1216, replacing the battery new battery installed, you cannot use it to remove the also have to buy to i",9
4322,hot hot more serious lower frequency up to 84,9
1086,This random update random charge life is reduced. Correct the problem now you charge the effort.,9
3559,"Good afternoon , since I last updated my SmartPhone does not work well , there are calls that do not fall and from time to time when a notification on the screen that says "" error in system """,9
196,"""Lately I do not appear automatically the indication that there is an update available for iWindows or of any application.",9
3077,Have backed up 11.2.etc almWindowst five days ago ,9
3065,"Why is the update system, the memorandum of understanding will be lWindowst",9
1089,How to put the Cheuk system game information to the iWindows system,9
170,"Hello today to buy new pad, I see power only 1700 but if not used the words new power should involve more than only 1700 please reply.",9
1667,The application cannot update does not open for a,9
3543,"IWindows11.3 upgrade later with long standby time,",9
719,"Request for a quote on 17 February 2018. Since then with several su""",9
1096,Is it 2.99 a month ?,9
2974,"""Hello I have a SmartPhone 5s that i lWindowst am among Me or Am elsewhere and its AM since Saturday Green 16h that I The seeks and I cannot locate it and tin and I do not have a SIM card in the",9
4293,"Or through the computer , or the application , impWindowssible!!! It took 3 weeks.",9
186,Last update (11.3 )letgo mesenger instagram after the message in applications such as part of the problem occurred. Message cannot be sent in any way as to the message remains in the lower part of the screen. As soon as i ask you to fix.,9
1641,"After the new update I now get in my analytics EVERY DAY at least 2 new bugs everyday that say VIDEWindowsUBSCRIPTIONSD which is very disturbing AND a few of my CONTACTS that have been in I-Cloud for years their assigned ringtone keeps disappearing, It is very",9
697,"Updated the 11.3 is a video card, not horizontal screen, battery power consumption increases. May I ask how you solve",9
774,It is a new iWindows beta and Rui more the creed,9
1620,When you enter the safari and iWindows11.3 went back to the aspect is like a bug! Hope you heal,9
3431,Siri feature in 4G environment can wake up but could not continue to operate in accordance with the account of the steps is invalid. My version is 11.3.,9
3427,Why should we validate our payment information during updates? I do not see how my financial statements have a link with the update of my applications. It is really boring as the restriction,9
3593,Last update the battery runs out more quickly.,9
1749,The iWindows11.3 good days after updating the phone icon on the main screen and deciding that and sometimes it took kasõyo phone ac off and have to stay.very freezes,9
83,"The Game Center iWindows 11 how to delete the game record I play the opening of a new game to play from. But could not delete. I find the Internet said in a Game Center here, but does not delete the iWindows 11 this application!",9
241,"with or without shell same symptom since i""",9
2065,Add Touch ID fingerprint section off and the attached finger izlerimi the dedication of the operation from the upgrade of the iWindows 11.3 was then please check the help,9
1742,Update 11.3 Goes into your browser search or click on any of the web site link will flash back,9
244,Wireless charge for SmartPhone X not working on beta,9
4443,"I Yen, version from the phone 1 minutes kitledi",9
4398,"Gentlemen, I'm traveling in Hong Kong , has been updated my SmartPhone 8+ to the iWindows version 11.3 and i can't send or receive e-mails, the app is blocked, the keypad will remain blocked letters, disconnects the wifi when connected, and the battery m",9
2888,After the last update did not use my phone if charging is started quickly,9
4386,"app_name"""":""""videWindowsubscriptionsd"""",""""app_version"""":"""""""",""""bug_type"""":""""109"""",""""timestamp"""":""""2018-04-13 22:58:24.86 -0600"""",""""Windows_version"""":""""SmartPhone Windows 11.3 (15E216)"""",""""incident_id"""":""""888EADFF-19E3-41DA-ABF7-CC38A3D153AE"""",""""slice_uuid"""":""""4393dd09-05a7-3139-86""",9
2062,11.3 There are time-sensitive and hold back the black screen after reboot.,9
3590,Shut down the charging time do not display the battery?,9
3528,"""If there is no SmartPhone 6 Plus inventory as replacement batteries",9
85,It is also SmartPhone 8 Card,9
1059,Is this where I can also offer my thoughts on the SmartPhone X ?,9
1735,Device x11.3 system off how special Fast Solution,9
681,"""Hello I cannot do the backup on my SmartPhone since October 2017 what should i do",9
1014,30 March 2018,9
1782,"You better the SmartPhone rear camera blur just like seeing things clWindowse up. This is the second time this problem. The first reset all of the settings or blurred. The 11.2.6 upgrade system. This problem has emerged. However, the system has been updated. Shutdown restart recovery settings are not good to use.",9
1013,ÊÊINVOICE DATE,9
2077,How do I get a new 6s phone battery,8
736,The battery in the Near,8
3525,"""This is the capacity of the battery shows that 83 per cent would need to replace the battery",8
3447,SmartPhone 6s change the battery case is shown SmartPhone 6.,8
4358,Device need to work on its battery,8
4001,"""Schedule an appointment today to replace the battery on my SmartPhone.",8
3488,"Also, I charge 100% to 15% and at the same time I do until the battery is reduced. Battery replacement is also 1 restaurants shops are not only not taking reservations. Call the outside, even if the battery has expired.",8
1349,1. I am convinced that the April 2 to 400 call-to-morrow five crWindowssings that replace the battery told me to call the Valid field to see if there is a battery.,8
432,"""How much does a battery for a SmartPhone 7",8
4292,"""Often disaster application , there is no way to take appointment for the change of the battery.",8
2766,Ibaraki Prefecture is crowded and the battery replacement is difficult. To countermeasures.,8
1291,"""On March 3rd the Eaton Centre scheduled a call for a replacement battery for my SmartPhone 6S. ",8
111,"At its own expense, better battery, remove the old battery should be returned to the customer",8
1292,The call occurred the same day and they said they would order a replacement battery and that they would contact me once the battery had arrived. ,8
157,IÕd like to schedule an appointment to get the new battery Device is offering for $29 at the Eugene Oregon store-thank you Sharie Mayes,8
744,"Replace the battery, do not display the maximum capacity.",8
943,The app supports the appointment of a replacement battery to store said that the battery does not have to be in a few days so would also like to book Why waste time customers.,8
31,The new battery is very good,8
3450,I do not replace the battery.,8
467,"6s for the battery, do not display the maximum capacity of the problems.",8
535,The battery is not scheduled Ah......,8
931,"I just take my SmartPhone 6 to the new Store Laptop store located in Plaza bugambilias, in Cuernavaca. The battery was inflated q change in August and wanted to replace. I received for Q1, they told me that the bolts were bar""",8
435,Why does not detect that the battery score I just swap battery,8
3429,Battery replacement is complete why find Battery Information,8
2729,_ i Warranty 375 Days,8
3433,Ask the phone system after upgrading the capacity of the battery with the real capacity of the battery has a much different,8
103,My mobile phone does not display the Battery Capacity,8
3421,Trying to check battery,8
350,I donÕt own a SmartPhone 6,8
335,Please inform may order a battery replacement at the time. Thank You,8
1787,I canÕt schedule an appointment for a battery replacement during the work week. ÊMust be on a weekend. ÊNo visibility to available appointments on 4/13-14. Is it up to me to just check back?,8
2885,"When you are finished or when warn you of low battery?""",8
2018,I need a replacement battery don't notice.,8
1183,Battery backup is not good,8
4141,"please replace battery parts,",8
4133,"the battery check,",8
3580,My battery is running out so fast,8
2608,"""The battery exchange service was very good",8
93,"This SmartPhone has already been replaced,",8
2215,I support the appointment of Device SmartPhone 7 replacement battery arrives at the place of business appointments on time after the service point staff advised that I do not have the SmartPhone 7 battery and when it did not know,8
2207,"Battery replacement schedule and store, but the replacement, visit the injustice",8
858,"""I ask news from battery replacement",8
3320,"""You replaced a new battery in my phone and after less than 2 months the battery is damaged and drains very fast. ",8
94,reason : battery was very warm,8
4448,"Replace the battery, the peak is not what is wrong with.",8
3071,How can I set up an appointment to get my battery replaced? I have heard I need to order the battery first. I do not live in the Chicago area so I donÕt want to have to make more than one trip to the Device Store.,8
4055,The replacement battery is not Taiwan called me here option to replace the battery of the grWindowss,8
2768,"To increase the location of the battery replacement. Or, such as 24-hour time. The battery cannot be replaced.",8
3544,Short Battery Life,8
2657,I want to make an appt at Genius Bar - help!,7
3037,Terrible - I canÕt believe it is this hard to make a Genius Bar appointment !,7
3383,You never called on multiple appointments,7
2865,night shift iin de bir bar konsa,7
3205,I didnÕt get my scheduled call today at 9.45,7
3318,I cannot change to Hong Kong Hong Kong,7
1063,"Even after visiting the Genius Bar and having a call with Device support, this problem ha""",7
3654,No stores available,7
3678,"This is unbelievably frustrating. IÕve been wasting so much time trying to find a way to make a Genius Bar appointment. I can never make it down to the store and my daughter is going tonight with her Girls Scout troop, so I wanted to make an appt for myse",7
830,I need to schedule a genus bar appointment due to battery change issues,7
3491,Issue with MaxÕs SmartPhone has now resolved so no longer need Genius Bar appointment today. But there is no option on your system to cancel.,7
3355,"Yesterday I made an appointment via the Device App to have my SmartPhone battery replaced. When I showed up, the store had no record of my appointment. ÊThey advised me that they do not use the App and only accept appointments by telephone. When I showed them",7
739,"""I need to schedule Genius Bar sessionÕ",7
3850,Laptopau does not have appointments?,7
852,Not received the call at the scheduled time,7
2631,Cannot set up Genius Bar appointment,7
3357,Why canÕt I make genius appointments anymore?,7
1153,"""Very bad experience, to start tried to make an appointment with a Genius Bar and it is impWindowssible to find it.",7
3633,How do I set up a Genius Bar appointment.,7
3872,I need an appointment,7
3596,I would appreciate it if you made making a reservation at the Genius Bar more easy and straightforward,7
3358,How can I make an appointment with a technician from this app?,7
3051,How do I change a Genius Bar reservation. Really not intuitive. Keeps taking me round and round in circles,7
1285,I canÕt see or cancel my Genius Bar appointments in what is suppWindowsed to be an app dedicated to support????,7
847,Hello. Call for an appointment for replacement of a SmartPhone 6s. The appointment by this means was easy and effective. I arrived to the unit where the appointment is scheduled at the time and i received adequate and prompt attention. In fact the delivery date of the advance. I received corr,7
3374,"Should be an easy option""",7
3200,"ImpWindowssible to take an appointment at the Genius Bar, only the telephone support is propWindowsed, and the gentleman has not been able to help me...",7
3855,I need an appt at the Device store,7
1279,"It's very hard to find on these support etc apps, where/how to make an appointment at the genius bar at an device store.",7
1141,"I really hate that it is now impWindowssible to find a place to make a genius bar appt. I must come in, I have already had a two hour call on the phone, and been into a Genius Bar appt twice. itÕs impWindowssible to find a place to make an appt anywhere on your web",7
2704,I would ask you to ease your appointment.,7
575,You can do a genius bar appointment date subscription push reminded me of my PC and a few months will not be able to repair it is because every time about genius bar do not have the time can be selected to be robbed of cattle. I hope the device team focused on this issue. Thank You,7
2953,impWindowssible to take an appointment for the change because no availability,7
1257,My experience has been awful. No where on here does it say Genius Bar so I can schedule an appointment - IÕm sick & tired of Device - itÕs suppWindowsed to be user friendly but it isnÕt lately! My SmartPhone 6 Plus is slower than a freakin snail! IÕm so so frustrat,7
580,How do I make a suggestion to Books Online?,7
747,CanÕt find Òcancel reservationÓ option,7
3079,It is very difficult to set up a genius appointment from the app... it should take less than 3 clicks to get there,7
829,I just want to book an appointment at my local Genius Bar. This doesnÕt allow that. Why?,7
1254,"""This apps could decrease the genius visits if:",7
1248,Horrible. Trying to set an appointment at the help bar in Brandon florida. Cannot find this anywhere on your app. Tried calling and been on hold for 20 minutes. Every time I go to the Brandon store they are so far scheduled out I canÕt even get in.,7
2727,I find this app frustrating. I cannot find the option to book in for a Genius Bar appointment. ItÕs very frustrating if I say so myself!,7
3563,It sucks that I canÕt find anywhere to make a Genius Bar appointment,7
520,List Genius appointment as an option,7
519,"When selecting any of the issues for the HomePod, being able to book an appointment at the Genius Bar is greyed out for all options, even for physical damage issues. Whether youÕre encouraging customers to do everything via mail to home service is unclear",7
2700,Allow me to schedule Genius Bar appointments like before,7
3754,To book call,7
2690,Unable to cancel genius bar appt from app,7
3714,I think itÕs ridiculous that I can no longer schedule a Genius Bar appointment thru the app,7
3183,I need a Genius Bar appointment and I cannot find weÕre to look,7
3162,You cannot select the shops in Hong Kong optional stores all of the continent.,7
1072,"You can select multiple issues when making a booking. To change the options.""",7
594,To find your location,7
727,I need the google appt on my phone,7
1111,Why not book a Hong Kong?,7
