row_id,message,cluster_id,message_clean,represent_name
390,"""Need to change my contact number. The phone number you have no longer exists. My number is +5215559895075",12,"['need', 'change', 'contact', 'number', 'phone', 'number', 'longer', 'exist', 'number', '5215559895075']","phone,849285018f1s69"
2662,"This APP, the callback request phone number why is fixed on the basis of Apple id extracted from the inside of the Apple id do the phone changes. Why is the old phone number each time you request a callback phone manual changes to trouble, please send to answer and resolve the questions",12,"['app', 'callback', 'request', 'phone', 'number', 'fix', 'basis', 'apple', 'id', 'extract', 'inside', 'apple', 'id', 'phone', 'change', 'old', 'phone', 'number', 'time', 'request', 'callback', 'phone', 'manual', 'change', 'trouble', 'please', 'send', 'answer', 'resolve', 'question']","phone,849285018f1s69"
384,Why do I always have to initiate back ups using ÔBackup nowÕ?my phone does not auto back up,12,"['always', 'initiate', 'back', 'up', 'use', 'backup', 'phone', 'auto', 'back']","phone,849285018f1s69"
2721,The app has incorrect mobile number and won't let me change it. So apple calls a different number.,12,"['app', 'incorrect', 'mobile', 'number', 'let', 'change', 'apple', 'call', 'different', 'number']","phone,849285018f1s69"
2723,Number belonging to someone else is attached to this phone 337-305-5080. My number 337-296-2257 works. And an icloud address I don't use is attached and no one can remove it so I no longer can use apple for long. Hacked!,12,"['number', 'belong', 'someone', 'else', 'attach', 'phone', '337', '305', '5080', 'number', '337', '296', '2257', 'work', 'icloud', 'address', 'use', 'attach', 'one', 'remove', 'longer', 'use', 'apple', 'long', 'hack']","phone,849285018f1s69"
353,"""Very disappointed with the apple battery junk phone card fatal",12,"['disappoint', 'apple', 'battery', 'junk', 'phone', 'card', 'fatal']","phone,849285018f1s69"
2439,Change the type of music you want to play only iPhone s.,12,"['change', 'type', 'music', 'want', 'play', 'iphone']","phone,849285018f1s69"
2424,"I recently moved from Brazil to Portugal and my old Apple TV does not seem to work. It constantly ask to connect to iTunes Store and it does not recognize the password. Can an old Apple TV work on a new 4K tv?""",12,"['recently', 'move', 'brazil', 'portugal', 'old', 'apple', 'tv', 'seem', 'work', 'constantly', 'ask', 'connect', 'itunes', 'store', 'recognize', 'password', 'old', 'apple', 'tv', 'work', 'new', '4k', 'tv']","phone,849285018f1s69"
444,"""Hello my phone is",12,"['hello', 'phone']","phone,849285018f1s69"
2258,"You apple to guarantee our privacy special be careful of third-party information and messages. There is a game called warships in the Pacific war: his charges system stability and Skip Click is very serious. And this company is said to them Apple Company Information Sheet to me I was very afraid because this company name and address and phone number on the App Store are found to be false. To me in the last few months in this game, have spent millions of HK$feel cheated Feeling billing ambiguous. Please contact me as soon as possible +85366151515 Phone Number this is my email and Apple ID yoshida1515@gmail.",12,"['apple', 'guarantee', 'privacy', 'special', 'careful', 'third', 'party', 'information', 'message', 'game', 'call', 'warships', 'pacific', 'war', 'charge', 'system', 'stability', 'skip', 'click', 'serious', 'company', 'say', 'apple', 'company', 'information', 'sheet', 'afraid', 'company', 'name', 'address', 'phone', 'number', 'app', 'store', 'find', 'false', 'last', 'months', 'game', 'spend', 'millions', 'hk', 'feel', 'cheat', 'feel', 'bill', 'ambiguous', 'please', 'contact', 'soon', 'possible', '85366151515', 'phone', 'number', 'email', 'apple', 'id', 'yoshida1515', 'gmail']","phone,849285018f1s69"
2139,My phone did not ring?,12,"['phone', 'ring']","phone,849285018f1s69"
492,Facing network failures issue,12,"['face', 'network', 'failures', 'issue']","phone,849285018f1s69"
2173,After the end of the phone guncellemeden sarji cabuk is opened the phone and although it is one of the rare yavasladigini i difference. If assistance in this matter would be too.,12,"['end', 'phone', 'guncellemeden', 'sarji', 'cabuk', 'open', 'phone', 'although', 'one', 'rare', 'yavasladigini', 'difference', 'assistance', 'matter', 'would']","phone,849285018f1s69"
2191,How can I active my Apple ID on my new iPhone ???,12,"['active', 'apple', 'id', 'new', 'iphone']","phone,849285018f1s69"
2213,This is not the correct phone number,12,"['correct', 'phone', 'number']","phone,849285018f1s69"
2251,"Problem in shutting down the phone""",12,"['problem', 'shut', 'phone']","phone,849285018f1s69"
2264,My phone is being spied on by someone and I canÕt remove it,12,"['phone', 'spy', 'someone', 'remove']","phone,849285018f1s69"
2414,"Masato n_t_f_ __u ¡F __ur _urr_nt _r_n___t__n ( ___m_nt ID: ___-849285018F1S69),",12,"['masato', 'n', 'f', 'u', 'f', 'ur', 'urr', 'nt', 'r', 'n', 'n', 'nt', 'id', '849285018f1s69']","phone,849285018f1s69"
2,How can I unlock my iPhone for use in any telephone company ????,12,"['unlock', 'iphone', 'use', 'telephone', 'company']","phone,849285018f1s69"
2318,The mobile phone is now very card. What should I do,12,"['mobile', 'phone', 'card']","phone,849285018f1s69"
461,The percentage of the battery when the phone off and displays the various,12,"['percentage', 'battery', 'phone', 'display', 'various']","phone,849285018f1s69"
2331,The phone does not activate the,12,"['phone', 'activate']","phone,849285018f1s69"
2356,"Why does my mobile phone is out of warranty, November 2017 the new mobile phone.",12,"['mobile', 'phone', 'warranty', 'november', '2017', 'new', 'mobile', 'phone']","phone,849285018f1s69"
2405,I did not receive phone call,12,"['receive', 'phone', 'call']","phone,849285018f1s69"
2748,"""I'm being charged for an app, Insta Size, that I didn't order. You phone number is not in service. When we try to review the order it goes to a random page. The confirmation # given is 884152566.",12,"['charge', 'app', 'insta', 'size', 'order', 'phone', 'number', 'service', 'try', 'review', 'order', 'go', 'random', 'page', 'confirmation', 'give', '884152566']","phone,849285018f1s69"
2788,"Apple software updates for your phone, enter the password you do not have a password hint what is wrong",12,"['apple', 'software', 'update', 'phone', 'enter', 'password', 'password', 'hint', 'wrong']","phone,849285018f1s69"
2100,How to put music in iwhac,12,"['put', 'music', 'iwhac']","phone,849285018f1s69"
342,"if the phone's basic functions are not improving 180 days later Apple mobile phone sales will be reduced by 30%. The _ or not.""",12,"['phone', 'basic', 'function', 'improve', '180', 'days', 'later', 'apple', 'mobile', 'phone', 'sales', 'reduce', '30']","phone,849285018f1s69"
257,"I have the mobile phone""",12,"['mobile', 'phone']","phone,849285018f1s69"
3267,My phone _ being detained for the money.,12,"['phone', 'detain', 'money']","phone,849285018f1s69"
3371,I want to share location with the phones on my sprint account 4012078716 and 4012073466 and 4013082506.,12,"['want', 'share', 'location', 'phone', 'sprint', 'account', '4012078716', '4012073466', '4013082506']","phone,849285018f1s69"
3372,I am having problems with the ID number. What had been changed and does not remember the current. How to solve?,12,"['problems', 'id', 'number', 'change', 'remember', 'current', 'solve']","phone,849285018f1s69"
3392,My phone sometimes doesnÕt ring when some body called me,12,"['phone', 'sometimes', 'ring', 'body', 'call']","phone,849285018f1s69"
3451,My phone cannot connect to the mobile network,12,"['phone', 'connect', 'mobile', 'network']","phone,849285018f1s69"
3510,Contact the phone can't change,12,"['contact', 'phone', 'change']","phone,849285018f1s69"
3520,Start using your login ID.,12,"['start', 'use', 'login', 'id']","phone,849285018f1s69"
3529,you should select a phone model is gray left cannot be selected,12,"['select', 'phone', 'model', 'gray', 'leave', 'select']","phone,849285018f1s69"
3546,The mobile phone is used to burn at least 45 degrees,12,"['mobile', 'phone', 'use', 'burn', 'least', '45', 'degrees']","phone,849285018f1s69"
3561,I shut my apple,12,"['shut', 'apple']","phone,849285018f1s69"
194,"Apple X talk, it does not clear the background must be unlocked before you can clear the background to the next system update can not lock directly to clean up background there is hope that the next apple phone can fingerprint to unlock the facial recognition sometimes apple x lying on the bed face Unlock on it will also be able to dual card capacitance raise Thank You",12,"['apple', 'x', 'talk', 'clear', 'background', 'must', 'unlock', 'clear', 'background', 'next', 'system', 'update', 'lock', 'directly', 'clean', 'background', 'hope', 'next', 'apple', 'phone', 'fingerprint', 'unlock', 'facial', 'recognition', 'sometimes', 'apple', 'x', 'lie', 'bed', 'face', 'unlock', 'also', 'able', 'dual', 'card', 'capacitance', 'raise', 'thank']","phone,849285018f1s69"
3588,I don't have any other phones on my acct get ride of others,12,"['phone', 'acct', 'get', 'ride', 'others']","phone,849285018f1s69"
3629,"With regard to the iphone11 above questions in my game playing time someone calls come in after I play the game and others in the background there has been a call page to call someone else is not, it will open the phone. A lot of people online is how to resolve",12,"['regard', 'iphone11', 'question', 'game', 'play', 'time', 'someone', 'call', 'come', 'play', 'game', 'others', 'background', 'call', 'page', 'call', 'someone', 'else', 'open', 'phone', 'lot', 'people', 'online', 'resolve']","phone,849285018f1s69"
3638,My phone number is incorrect,12,"['phone', 'number', 'incorrect']","phone,849285018f1s69"
3229,"Recently, the mobile phone signal is not particularly good. Most of the time only 1 shows no service does not know how to handle",12,"['recently', 'mobile', 'phone', 'signal', 'particularly', 'good', 'time', '1', 'show', 'service', 'know', 'handle']","phone,849285018f1s69"
3211,"Everything is good , but why apple dont have app lock and call records its very important , apple expincive mobile but dont have security like app lock its totally waste of money",12,"['everything', 'good', 'apple', 'dont', 'app', 'lock', 'call', 'record', 'important', 'apple', 'expincive', 'mobile', 'dont', 'security', 'like', 'app', 'lock', 'totally', 'waste', 'money']","phone,849285018f1s69"
3181,Why does the old to network cannot open old flash back,12,"['old', 'network', 'open', 'old', 'flash', 'back']","phone,849285018f1s69"
3014,The account number of the wealthy and why not a value to the Game,12,"['account', 'number', 'wealthy', 'value', 'game']","phone,849285018f1s69"
339,looking at the mobile phone in the world which does not have a Delete All SMS function which is not a close all open programs are now only Apple mobile phones.,12,"['look', 'mobile', 'phone', 'world', 'delete', 'sms', 'function', 'close', 'open', 'program', 'apple', 'mobile', 'phone']","phone,849285018f1s69"
332,"Hello, my mobile phone from indoor to outdoor or from the exterior to the interior of the mobile phone input method will not be able to tune out too good a will to recover what is wrong",12,"['hello', 'mobile', 'phone', 'indoor', 'outdoor', 'exterior', 'interior', 'mobile', 'phone', 'input', 'method', 'able', 'tune', 'good', 'recover', 'wrong']","phone,849285018f1s69"
2853,What I want is no one can hack mine get into the main controls if the lock was my finger print,12,"['want', 'one', 'hack', 'mine', 'get', 'main', 'control', 'lock', 'finger', 'print']","phone,849285018f1s69"
2911,You did not answer the phone couldn't switch to a,12,"['answer', 'phone', 'switch']","phone,849285018f1s69"
2954,"My only solution is to change the phone but""",12,"['solution', 'change', 'phone']","phone,849285018f1s69"
2993,You cant have whatÕs mine.,12,"['cant', 'mine']","phone,849285018f1s69"
3017,What is the ID of the king what QQ Huaxia Chong's wing and point-to-point the voucher kids. What should I do how to put the money returned to,12,"['id', 'king', 'qq', 'huaxia', 'chong', 'wing', 'point', 'point', 'voucher', 'kid', 'put', 'money', 'return']","phone,849285018f1s69"
3161,"DoesnÕt seem logical nor fair. If itÕs a new phone the warranty sh""",12,"['seem', 'logical', 'fair', 'new', 'phone', 'warranty', 'sh']","phone,849285018f1s69"
3080,Phone Volume Issues,12,"['phone', 'volume', 'issue']","phone,849285018f1s69"
3108,It took less than two days in a row number is the number of points assigned to the site?,12,"['take', 'less', 'two', 'days', 'row', 'number', 'number', 'point', 'assign', 'site']","phone,849285018f1s69"
3118,Camelot damage m I phone apple,12,"['camelot', 'damage', 'phone', 'apple']","phone,849285018f1s69"
3121,My number tel,12,"['number', 'tel']","phone,849285018f1s69"
3127,IÕm not very happy. My camera and flash isnÕt working on my iPhone and I brought my phone in USA but live in the UK and IÕm willing to pay for my repair but as I brought my phone in the states and the camera model part because I brought it in US isnÕt ava,12,"['happy', 'camera', 'flash', 'work', 'iphone', 'bring', 'phone', 'usa', 'live', 'uk', 'will', 'pay', 'repair', 'bring', 'phone', 'state', 'camera', 'model', 'part', 'bring', 'us', 'ava']","phone,849285018f1s69"
3143,How to modify the contact phone number,12,"['modify', 'contact', 'phone', 'number']","phone,849285018f1s69"
2102,Changed my phone,12,"['change', 'phone']","phone,849285018f1s69"
2081,I have called about this phone that has been a piece of junk until I am blue in the face and sick to my stomach! All I hear is send it in and we will fix it or send us $500 and we send you another phone. The thing ainÕt worth &500 it is the worst iPhone e,12,"['call', 'phone', 'piece', 'junk', 'blue', 'face', 'sick', 'stomach', 'hear', 'send', 'fix', 'send', 'us', '500', 'send', 'another', 'phone', 'thing', 'worth', '500', 'worst', 'iphone', 'e']","phone,849285018f1s69"
3740,I locked myself out on my phone. ÊI donÕt know what my pin is on my iPhone how do I get my iPhone unlocked. 775 722 0879,12,"['lock', 'phone', 'know', 'pin', 'iphone', 'get', 'iphone', 'unlock', '775', '722', '0879']","phone,849285018f1s69"
627,"""I phone is the best I purchased 156 telephone for Complementery for my co in 2016 ",12,"['phone', 'best', 'purchase', '156', 'telephone', 'complementery', 'co', '2016']","phone,849285018f1s69"
678,"The mobile phone card, want to downgrade",12,"['mobile', 'phone', 'card', 'want', 'downgrade']","phone,849285018f1s69"
1115,How to Verify I bought the Apple mobile phone is the factory.,12,"['verify', 'buy', 'apple', 'mobile', 'phone', 'factory']","phone,849285018f1s69"
1131,Why can't I send the mobile phone repair,12,"['send', 'mobile', 'phone', 'repair']","phone,849285018f1s69"
1157,It is now a special phone card response is very slow link network is also an unstable. What's wrong,12,"['special', 'phone', 'card', 'response', 'slow', 'link', 'network', 'also', 'unstable', 'wrong']","phone,849285018f1s69"
1172,The cel was blocked by the carrier by mistake is accurate fiscal note to unlock.,12,"['cel', 'block', 'carrier', 'mistake', 'accurate', 'fiscal', 'note', 'unlock']","phone,849285018f1s69"
664,Why does the account number and My phone's real cell phone number but nevertheless to,12,"['account', 'number', 'phone', 'real', 'cell', 'phone', 'number', 'nevertheless']","phone,849285018f1s69"
1265,Apple rear camera with no _ fuzzy focus is not clear.,12,"['apple', 'rear', 'camera', 'fuzzy', 'focus', 'clear']","phone,849285018f1s69"
1293,"I have yet to r""",12,"['yet', 'r']","phone,849285018f1s69"
1294,You should not change the mobile number.,12,"['change', 'mobile', 'number']","phone,849285018f1s69"
1306,"Home listen to your mother,",12,"['home', 'listen', 'mother']","phone,849285018f1s69"
1333,My mobile phone app is stolen,12,"['mobile', 'phone', 'app', 'steal']","phone,849285018f1s69"
1336,My ID is deactivated,12,"['id', 'deactivate']","phone,849285018f1s69"
1361,App is - Mobile legends,12,"['app', 'mobile', 'legends']","phone,849285018f1s69"
1390,"""I had a complained of caller information when phone rings ",12,"['complain', 'caller', 'information', 'phone', 'ring']","phone,849285018f1s69"
1422,100495635257 100489953533 continued the reception number support,12,"['100495635257', '100489953533', 'continue', 'reception', 'number', 'support']","phone,849285018f1s69"
680,It looks like your phone people have reached the data and waylaid the signal to edit?,12,"['look', 'like', 'phone', 'people', 'reach', 'data', 'waylay', 'signal', 'edit']","phone,849285018f1s69"
1084,19:45 register to get a call to the phone that did not come.,12,"['19', '45', 'register', 'get', 'call', 'phone', 'come']","phone,849285018f1s69"
1061,"It should not be microphone and audio when I speak on the phone, the rumor goes is",12,"['microphone', 'audio', 'speak', 'phone', 'rumor', 'go']","phone,849285018f1s69"
891,"My mobile phone has received the United States Edward Europe, China 1712420-2368 1712431-6237 call and ask questions about Taiwan Cellular signal reception quality is Taiwan Cellular Phone Request inform",12,"['mobile', 'phone', 'receive', 'unite', 'state', 'edward', 'europe', 'china', '1712420', '2368', '1712431', '6237', 'call', 'ask', 'question', 'taiwan', 'cellular', 'signal', 'reception', 'quality', 'taiwan', 'cellular', 'phone', 'request', 'inform']","phone,849285018f1s69"
776,"""Hello, I noticed that the phone number in the Apple Support app is different than my actual number. ",12,"['hello', 'notice', 'phone', 'number', 'apple', 'support', 'app', 'different', 'actual', 'number']","phone,849285018f1s69"
788,Has wrong phone number. No way to change it here for support,12,"['wrong', 'phone', 'number', 'way', 'change', 'support']","phone,849285018f1s69"
796,"The Game Pad and use the Iphone and cell phones, but should not be paid it, anyway, to the game pad than cell phones and I use the same account here for the first time I tried to purchase is a purchase is designed?",12,"['game', 'pad', 'use', 'iphone', 'cell', 'phone', 'pay', 'anyway', 'game', 'pad', 'cell', 'phone', 'use', 'account', 'first', 'time', 'try', 'purchase', 'purchase', 'design']","phone,849285018f1s69"
800,Why my i phone has a horse of three? Or a cookie?,12,"['phone', 'horse', 'three', 'cookie']","phone,849285018f1s69"
809,The iPhone 6 when you are dialing the number doesn't give you suggestions or of the various contacts so you don't have to so that you do not have to type the whole number,12,"['iphone', '6', 'dial', 'number', 'give', 'suggestions', 'various', 'contact', 'type', 'whole', 'number']","phone,849285018f1s69"
843,"""Add pattern lock like android phones have. Ê",12,"['add', 'pattern', 'lock', 'like', 'android', 'phone']","phone,849285018f1s69"
914,Do not have another phone or device.,12,"['another', 'phone', 'device']","phone,849285018f1s69"
1031,"This time the phone setting to show the number is locked, i want to go back to identify it.",12,"['time', 'phone', 'set', 'show', 'number', 'lock', 'want', 'go', 'back', 'identify']","phone,849285018f1s69"
713,In Òchange locationÓ it donÕt exist Spain and is not possible change the language to spanish. Thks,12,"['change', 'location', 'exist', 'spain', 'possible', 'change', 'language', 'spanish', 'thks']","phone,849285018f1s69"
915,Do not have another phone number besides 337-296-2257,12,"['another', 'phone', 'number', 'besides', '337', '296', '2257']","phone,849285018f1s69"
925,"Hello,I actually resignier almost,i can't understand why these individuals me now more than 20weeks,24h/day ""Peel""I have solely a phone number specified as trustworthy and also only a Apple",12,"['hello', 'actually', 'resignier', 'almost', 'understand', 'individuals', '20weeks', '24h', 'day', 'peel', 'solely', 'phone', 'number', 'specify', 'trustworthy', 'also', 'apple']","phone,849285018f1s69"
941,The phone number is always needs to be filled. The default is not to trouble.,12,"['phone', 'number', 'always', 'need', 'fill', 'default', 'trouble']","phone,849285018f1s69"
707,"""Order number",12,"['order', 'number']","phone,849285018f1s69"
1004,Why is the phone number of the account cannot be changed.,12,"['phone', 'number', 'account', 'change']","phone,849285018f1s69"
629,"I phone 7, one",12,"['phone', '7', 'one']","phone,849285018f1s69"
1466,"Hello, on my profile is not displayed the correct phone number. The mine begins by 07 and not 06",12,"['hello', 'profile', 'display', 'correct', 'phone', 'number', 'mine', 'begin', '07', '06']","phone,849285018f1s69"
521,Just noting that my phone had a sim error again. So IÕm going to Tmobile for a new sim Monday,12,"['note', 'phone', 'sim', 'error', 'go', 'tmobile', 'new', 'sim', 'monday']","phone,849285018f1s69"
1478,I am in the United States playing a game so the value of sin.,12,"['unite', 'state', 'play', 'game', 'value', 'sin']","phone,849285018f1s69"
1826,I Apple ID and password will work on my phone but will not work on me MacBook,12,"['apple', 'id', 'password', 'work', 'phone', 'work', 'macbook']","phone,849285018f1s69"
1829,Tel 480 200-6059 cell,12,"['tel', '480', '200', '6059', 'cell']","phone,849285018f1s69"
1834,ensuring the continued success of bi phone sorry,12,"['ensure', 'continue', 'success', 'bi', 'phone', 'sorry']","phone,849285018f1s69"
552,Change telephone number,12,"['change', 'telephone', 'number']","phone,849285018f1s69"
551,"Hi,I accidentally pushed game clash of clans...go to my phone bill...can help me thank you",12,"['hi', 'accidentally', 'push', 'game', 'clash', 'clans', 'go', 'phone', 'bill', 'help', 'thank']","phone,849285018f1s69"
1888,Do not come on a phone call,12,"['come', 'phone', 'call']","phone,849285018f1s69"
1910,"If spent almost a month of my request (Apple case number 100481558400) and did not receive a solution regarding my case. I am using the appliance through the Assistive touch, but without the function of biometrics. The screen is intact despite the cracked in the",12,"['spend', 'almost', 'month', 'request', 'apple', 'case', 'number', '100481558400', 'receive', 'solution', 'regard', 'case', 'use', 'appliance', 'assistive', 'touch', 'without', 'function', 'biometrics', 'screen', 'intact', 'despite', 'crack']","phone,849285018f1s69"
1911,I have changed phone number.,12,"['change', 'phone', 'number']","phone,849285018f1s69"
543,I canÕt figure out how to change my charge card!!,12,"['figure', 'change', 'charge', 'card']","phone,849285018f1s69"
1922,I boot my email on another phone number,12,"['boot', 'email', 'another', 'phone', 'number']","phone,849285018f1s69"
1966,The Advisory Meeting on the creation of a case number is not good to use.,12,"['advisory', 'meet', 'creation', 'case', 'number', 'good', 'use']","phone,849285018f1s69"
534,Would you update my phone number it is 406 451 1089,12,"['would', 'update', 'phone', 'number', '406', '451', '1089']","phone,849285018f1s69"
1996,The phone number is not on its repair.,12,"['phone', 'number', 'repair']","phone,849285018f1s69"
2041,Tomorrow give me a call is a call to the complaints of the unprovoked has more than 508 more contacts you may rest assured my id so far on my own mobile phone use,12,"['tomorrow', 'give', 'call', 'call', 'complaints', 'unprovoked', '508', 'contact', 'may', 'rest', 'assure', 'id', 'far', 'mobile', 'phone', 'use']","phone,849285018f1s69"
2043,This is not the right phone number for this device,12,"['right', 'phone', 'number', 'device']","phone,849285018f1s69"
1802,.How do I reset and add his phone number?,12,"['reset', 'add', 'phone', 'number']","phone,849285018f1s69"
568,"Id be deactivated for the activation process too cumbersome to obviously have a password, do not want to use the apple.",12,"['id', 'deactivate', 'activation', 'process', 'cumbersome', 'obviously', 'password', 'want', 'use', 'apple']","phone,849285018f1s69"
1768,How I can remove some phones,12,"['remove', 'phone']","phone,849285018f1s69"
1578,The mobile phone is a crash.,12,"['mobile', 'phone', 'crash']","phone,849285018f1s69"
1496,What is the serial number is invalid what can you do,12,"['serial', 'number', 'invalid']","phone,849285018f1s69"
1527,"From Apple phone 6plueSC""",12,"['apple', 'phone', '6pluesc']","phone,849285018f1s69"
608,", then why don't my Qantas ho or family (my husband), phone number, and the account is changed. My phone number is not displayed.",12,"['qantas', 'ho', 'family', 'husband', 'phone', 'number', 'account', 'change', 'phone', 'number', 'display']","phone,849285018f1s69"
1543,My phone is locked,12,"['phone', 'lock']","phone,849285018f1s69"
1575,"""My case number is https://getsupport.apple.com/GetCaseDetails.do?caseid=100496257827&locale=en_SG",12,"['case', 'number', 'https', 'getsupport', 'apple', 'com', 'getcasedetails', 'caseid', '100496257827', 'locale', 'en', 'sg']","phone,849285018f1s69"
1577,"The written notes are quite unhelpful""",12,"['write', 'note', 'quite', 'unhelpful']","phone,849285018f1s69"
1580,This is not my account. It is as if we are both on the iPhone and I rest only,12,"['account', 'iphone', 'rest']","phone,849285018f1s69"
1757,"""We sing on the phone is again the not",12,"['sing', 'phone']","phone,849285018f1s69"
1616,I have a different number. ÊThatÕs why you canÕt reach me,12,"['different', 'number', 'reach']","phone,849285018f1s69"
1645,"this is not because our equipment is old, that one must be of the forgotten",12,"['equipment', 'old', 'one', 'must', 'forget']","phone,849285018f1s69"
1699,Play on the Mrb number 100500379382 dnlmedi back to me a kind of phone +46707702363 ileti_eme gecemedik i am about this topic te_ekrler help.,12,"['play', 'mrb', 'number', '100500379382', 'n', 'lmedi', 'back', 'kind', 'phone', '46707702363', 'ileti', 'eme', 'gecemedik', 'topic', 'te', 'ek', 'rler', 'help']","phone,849285018f1s69"
578,To change the phone number to access is not on South Korea,12,"['change', 'phone', 'number', 'access', 'south', 'korea']","phone,849285018f1s69"
1754,Waaaaaaaaaaaaaaaaaay glitchy lately for no apparent reason.,12,"['waaaaaaaaaaaaaaaaaay', 'glitchy', 'lately', 'apparent', 'reason']","phone,849285018f1s69"
573,I want to complaint case number 100496925528,12,"['want', 'complaint', 'case', 'number', '100496925528']","phone,849285018f1s69"
3726,I do not have the icloud why don't you upload the information on my mobile phone.,12,"['icloud', 'upload', 'information', 'mobile', 'phone']","phone,849285018f1s69"
2709,"2. Face ID works 90% of the time. (For this price point the""",12,"['2', 'face', 'id', 'work', '90', 'time', 'price', 'point']","phone,849285018f1s69"
3741,"The phone is empty, _",12,"['phone', 'empty']","phone,849285018f1s69"
3870,Apple 7p are found using a card,12,"['apple', '7p', 'find', 'use', 'card']","phone,849285018f1s69"
4221,The mobile phone where the nuisance in other,12,"['mobile', 'phone', 'nuisance']","phone,849285018f1s69"
4219,My phone number is my office phone number how do I change it so that they call me on my mobile when I have a problem.,12,"['phone', 'number', 'office', 'phone', 'number', 'change', 'call', 'mobile', 'problem']","phone,849285018f1s69"
3852,Account under icloudun de_i_tirdi_im my phone number appears to be invalid.,12,"['account', 'icloudun', 'de', 'tirdi', 'im', 'phone', 'number', 'appear', 'invalid']","phone,849285018f1s69"
4005,"""i will backup my phone ",12,"['backup', 'phone']","phone,849285018f1s69"
4216,"Property...I have been change my telephone number and the application doesnÕt recognise this devise and I suppose to open another one..In this case I have lost all my information from""",12,"['property', 'change', 'telephone', 'number', 'application', 'recognise', 'devise', 'suppose', 'open', 'another', 'one', 'case', 'lose', 'information']","phone,849285018f1s69"
3843,Telephone number = 0683568275,12,"['telephone', 'number', '0683568275']","phone,849285018f1s69"
4467,"I have a case number as -100506834530""",12,"['case', 'number', '100506834530']","phone,849285018f1s69"
3838,The phone card does not recognize,12,"['phone', 'card', 'recognize']","phone,849285018f1s69"
3832,It should be possible to change the phone number to Contacts,12,"['possible', 'change', 'phone', 'number', 'contact']","phone,849285018f1s69"
3830,My phone is not the reason for normal use.,12,"['phone', 'reason', 'normal', 'use']","phone,849285018f1s69"
4490,"Hello, my mobile phone hangs up the phone does not know what is going on",12,"['hello', 'mobile', 'phone', 'hang', 'phone', 'know', 'go']","phone,849285018f1s69"
18,The mobile phone signal is often unable to go out from time to time cannot be made a phone call to phone call has failed to observe the ring but the screen does not display to pick up the phone to sum up the results of the 7 is very poor and call technical guidance in accordance with the technical test backup replacing the system several times did not resolve the issue,12,"['mobile', 'phone', 'signal', 'often', 'unable', 'go', 'time', 'time', 'make', 'phone', 'call', 'phone', 'call', 'fail', 'observe', 'ring', 'screen', 'display', 'pick', 'phone', 'sum', 'result', '7', 'poor', 'call', 'technical', 'guidance', 'accordance', 'technical', 'test', 'backup', 'replace', 'system', 'several', 'time', 'resolve', 'issue']","phone,849285018f1s69"
3829,Do you really want to do I have to use the phone,12,"['really', 'want', 'use', 'phone']","phone,849285018f1s69"
4161,"""Hello, I do not know why but having searched a telephone number with the app Sync.ME to a concert point appeared as a publicity that you could not download.",12,"['hello', 'know', 'search', 'telephone', 'number', 'app', 'sync', 'concert', 'point', 'appear', 'publicity', 'could', 'download']","phone,849285018f1s69"
